,tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,rating_numerator,rating_denominator,name,retweet_count,favorite_count,breed,stage
326,822859134160621569,0,0,2017-01-21 17:31:20,Twitter for iPhone,12,10,Hobbes,2475,13986,malinois,None
329,822489057087389700,0,0,2017-01-20 17:00:46,Twitter for iPhone,13,10,Paisley,6934,19207,Samoyed,None
332,821886076407029760,0,0,2017-01-19 01:04:45,Twitter for iPhone,13,10,Jimison,2539,12001,golden_retriever,None
335,821522889702862852,0,0,2017-01-18 01:01:34,Twitter for iPhone,13,10,Harlso,1923,8491,Doberman,None
337,821149554670182400,0,0,2017-01-17 00:18:04,Twitter for iPhone,12,10,Luca,2188,9225,German_shepherd,None
339,821044531881721856,0,0,2017-01-16 17:20:45,Twitter for iPhone,12,10,Flash,2485,13414,Old_English_sheepdog,None
340,820749716845686786,0,0,2017-01-15 21:49:15,Twitter for iPhone,13,10,Sunny,10747,33413,golden_retriever,None
341,820690176645140481,0,0,2017-01-15 17:52:40,Twitter for iPhone,8,10,None,3490,12916,West_Highland_white_terrier,None
343,820314633777061888,0,0,2017-01-14 17:00:24,Twitter for iPhone,14,10,None,613,3532,Gordon_setter,None
347,819711362133872643,0,0,2017-01-13 01:03:12,Twitter for iPhone,11,10,Howie,3399,14253,toy_poodle,None
348,819588359383371776,0,0,2017-01-12 16:54:26,Twitter for iPhone,13,10,Jazzy,2138,10137,Cardigan,None
349,819347104292290561,0,0,2017-01-12 00:55:47,Twitter for iPhone,12,10,Anna,1313,7647,Rottweiler,None
350,819227688460238848,0,0,2017-01-11 17:01:16,Twitter for iPhone,12,10,Finn,7275,24459,Border_terrier,None
355,818627210458333184,0,0,2017-01-10 01:15:10,Twitter for iPhone,13,10,Wafer,8099,23531,Labrador_retriever,None
356,818614493328580609,0,0,2017-01-10 00:24:38,Twitter for iPhone,12,10,Bear,2807,10460,Chihuahua,None
358,818536468981415936,0,0,2017-01-09 19:14:36,Twitter for iPhone,11,10,Tom,2694,11565,Welsh_springer_spaniel,None
359,818259473185828864,0,0,2017-01-09 00:53:55,Twitter for iPhone,12,10,Florence,2483,11691,miniature_schnauzer,None
360,818145370475810820,0,0,2017-01-08 17:20:31,Twitter for iPhone,11,10,Autumn,2822,13023,golden_retriever,None
361,817827839487737858,0,0,2017-01-07 20:18:46,Twitter for iPhone,13,10,Buddy,29529,54982,cocker_spaniel,None
363,817536400337801217,0,0,2017-01-07 01:00:41,Twitter for iPhone,12,10,Eugene,3303,12532,pug,None
364,817423860136083457,0,0,2017-01-06 17:33:29,Twitter for iPhone,13,10,Ken,16258,36248,Samoyed,None
365,817415592588222464,0,0,2017-01-06 17:00:38,Twitter for iPhone,11,10,Strudel,1046,5956,Doberman,None
367,817171292965273600,0,0,2017-01-06 00:49:53,Twitter for iPhone,13,10,Tebow,2193,9256,golden_retriever,None
368,817120970343411712,0,0,2017-01-05 21:29:55,Twitter for iPhone,13,10,None,2848,12919,Saluki,None
369,817056546584727552,0,0,2017-01-05 17:13:55,Twitter for iPhone,11,10,Chloe,1800,9106,kelpie,None
371,816816676327063552,0,0,2017-01-05 01:20:46,Twitter for iPhone,12,10,Timber,2211,10608,malamute,None
372,816697700272001025,0,0,2017-01-04 17:27:59,Twitter for iPhone,12,10,Binky,2400,10411,Chihuahua,None
374,816336735214911488,0,0,2017-01-03 17:33:39,Twitter for iPhone,11,10,Dudley,2126,9130,Labrador_retriever,None
375,816091915477250048,0,0,2017-01-03 01:20:49,Twitter for iPhone,12,10,Comet,2349,9477,Pomeranian,None
379,815736392542261248,0,0,2017-01-02 01:48:06,Twitter for iPhone,11,10,Akumi,2474,10456,Border_collie,None
380,815639385530101762,0,0,2017-01-01 19:22:38,Twitter for iPhone,12,10,Titan,1791,8727,German_shepherd,None
383,814638523311648768,0,0,2016-12-30 01:05:33,Twitter for iPhone,12,10,Olivia,2953,11976,golden_retriever,None
384,814530161257443328,0,0,2016-12-29 17:54:58,Twitter for iPhone,12,10,Alf,2024,9201,miniature_poodle,None
385,814153002265309185,0,0,2016-12-28 16:56:16,Twitter for iPhone,12,10,Oshie,9458,30590,golden_retriever,None
388,813812741911748608,0,0,2016-12-27 18:24:12,Twitter for iPhone,14,10,Gary,15279,38673,French_bulldog,None
389,813800681631023104,0,0,2016-12-27 17:36:16,Twitter for iPhone,12,10,Sky,1918,8873,malamute,None
390,813217897535406080,0,0,2016-12-26 03:00:30,Twitter for iPhone,13,10,Atlas,7964,19857,Samoyed,None
393,813172488309972993,0,0,2016-12-26 00:00:03,Twitter for iPhone,12,10,Eleanor,2085,9920,golden_retriever,None
394,813157409116065792,0,0,2016-12-25 23:00:08,Twitter for iPhone,12,10,Layla,2417,8261,Pembroke,None
395,813142292504645637,0,0,2016-12-25 22:00:04,Twitter for iPhone,13,10,None,2568,8970,beagle,None
397,813112105746448384,0,0,2016-12-25 20:00:07,Twitter for iPhone,12,10,Toby,3004,10989,Pembroke,None
399,813081950185472002,0,0,2016-12-25 18:00:17,Twitter for iPhone,11,10,Baron,3020,10507,Doberman,None
400,813066809284972545,0,0,2016-12-25 17:00:08,Twitter for iPhone,12,10,Tyr,2115,8473,toy_terrier,None
401,813051746834595840,0,0,2016-12-25 16:00:16,Twitter for iPhone,13,10,Bauer,7992,22297,golden_retriever,None
402,812781120811126785,0,0,2016-12-24 22:04:54,Twitter for iPhone,10,10,Swagger,2087,8076,bull_mastiff,None
403,812709060537683968,0,0,2016-12-24 17:18:34,Twitter for iPhone,12,10,Brandi,1556,7049,Irish_setter,None
405,812466873996607488,0,0,2016-12-24 01:16:12,Twitter for iPhone,12,10,Mary,2104,8497,Great_Dane,None
406,812372279581671427,0,0,2016-12-23 19:00:19,Twitter for iPhone,13,10,Moe,4003,14575,golden_retriever,None
407,811985624773361665,0,0,2016-12-22 17:23:53,Twitter for iPhone,11,10,Ted,1536,7729,Staffordshire_bullterrier,None
408,811744202451197953,0,0,2016-12-22 01:24:33,Twitter for iPhone,13,10,Halo,1750,8036,Pekinese,None
409,811627233043480576,0,0,2016-12-21 17:39:46,Twitter for iPhone,10,10,Augie,3403,13616,beagle,None
412,810896069567610880,0,0,2016-12-19 17:14:23,Twitter for iPhone,11,10,Hunter,1954,9631,flat-coated_retriever,None
413,810657578271330305,0,0,2016-12-19 01:26:42,Twitter for iPhone,11,10,Pavlov,2890,11678,malamute,None
414,810284430598270976,0,0,2016-12-18 00:43:57,Twitter for iPhone,13,10,Phil,12433,37730,malamute,None
415,810254108431155201,0,0,2016-12-17 22:43:27,Twitter for iPhone,12,10,Gus,3660,15630,Staffordshire_bullterrier,None
418,809448704142938112,0,0,2016-12-15 17:23:04,Twitter for iPhone,12,10,None,1603,7380,Greater_Swiss_Mountain_dog,None
419,809220051211603969,0,0,2016-12-15 02:14:29,Twitter for iPhone,12,10,Kyro,6133,21223,Pomeranian,None
420,809084759137812480,0,0,2016-12-14 17:16:53,Twitter for iPhone,11,10,Wallace,3827,14067,vizsla,None
421,808838249661788160,0,0,2016-12-14 00:57:20,Twitter for iPhone,13,10,Ito,3320,10761,Rottweiler,None
423,808501579447930884,0,0,2016-12-13 02:39:32,Twitter for iPhone,12,10,Koda,2841,12010,Airedale,None
426,808001312164028416,0,0,2016-12-11 17:31:39,Twitter for iPhone,12,10,Cooper,3863,13391,Labrador_retriever,None
428,807106840509214720,0,0,2016-12-09 06:17:20,Twitter for iPhone,13,10,Stephan,60713,126580,Chihuahua,None
430,807010152071229440,0,0,2016-12-08 23:53:08,Twitter for iPhone,12,10,Lennon,4186,13906,golden_retriever,None
431,806629075125202948,0,0,2016-12-07 22:38:52,Twitter for iPhone,13,10,None,38060,80085,cocker_spaniel,None
432,806542213899489280,0,0,2016-12-07 16:53:43,Twitter for iPhone,11,10,Waffles,2578,10885,vizsla,None
436,805932879469572096,0,0,2016-12-06 00:32:26,Twitter for iPhone,12,10,Major,2089,8818,Norwegian_elkhound,None
438,805520635690676224,0,0,2016-12-04 21:14:20,Twitter for iPhone,13,10,Zeke,1798,6120,malinois,None
440,805207613751304193,0,0,2016-12-04 00:30:29,Twitter for iPhone,12,10,Shooter,1863,8315,Pembroke,None
441,804738756058218496,0,0,2016-12-02 17:27:25,Twitter for iPhone,12,10,Django,4203,14637,Tibetan_mastiff,None
448,803276597545603072,0,0,2016-11-28 16:37:19,Twitter for iPhone,11,10,Winston,2694,10691,Pembroke,None
449,802952499103731712,0,0,2016-11-27 19:09:28,Twitter for iPhone,12,10,Marley,2199,9632,chow,None
451,802572683846291456,0,0,2016-11-26 18:00:13,Twitter for iPhone,12,10,Winnie,2735,9528,golden_retriever,None
455,801958328846974976,0,0,2016-11-25 01:18:59,Twitter for iPhone,12,10,Ronnie,1867,8230,Staffordshire_bullterrier,None
456,801538201127157760,0,0,2016-11-23 21:29:33,Twitter for iPhone,12,10,Wallace,2243,8741,Pembroke,None
458,801167903437357056,0,0,2016-11-22 20:58:07,Twitter for iPhone,13,10,Milo,6497,26144,cocker_spaniel,None
460,800751577355128832,0,0,2016-11-21 17:23:47,Twitter for iPhone,12,10,Mauve,3033,11204,cocker_spaniel,None
461,800513324630806528,0,0,2016-11-21 01:37:04,Twitter for iPhone,11,10,Chef,3286,14021,Pembroke,None
465,800141422401830912,0,0,2016-11-20 00:59:15,Twitter for iPhone,13,10,Peaches,2805,16341,golden_retriever,None
469,799422933579902976,0,0,2016-11-18 01:24:14,Twitter for iPhone,12,10,Longfellow,2093,8586,miniature_pinscher,None
470,799297110730567681,0,0,2016-11-17 17:04:16,Twitter for iPhone,11,10,Jeffrey,3027,10579,malamute,None
471,799063482566066176,0,0,2016-11-17 01:35:54,Twitter for iPhone,11,10,Mister,2695,8620,Norfolk_terrier,None
472,798933969379225600,0,0,2016-11-16 17:01:16,Twitter for iPhone,12,10,Iroh,4890,14042,Siberian_husky,None
473,798925684722855936,0,0,2016-11-16 16:28:21,Twitter for iPhone,11,10,Shadow,1565,7945,West_Highland_white_terrier,None
481,798209839306514432,0,0,2016-11-14 17:03:50,Twitter for iPhone,13,10,Cooper,2797,11077,Pekinese,None
483,797545162159308800,0,0,2016-11-12 21:02:38,Twitter for iPhone,12,10,Cassie,5305,15482,Pembroke,None
484,797236660651966464,0,0,2016-11-12 00:36:46,Twitter for iPhone,12,10,Pancake,7252,21324,collie,None
485,796865951799083009,0,0,2016-11-11 00:03:42,Twitter for iPhone,12,10,Tyr,2084,8183,Cardigan,None
486,796759840936919040,0,0,2016-11-10 17:02:03,Twitter for iPhone,11,10,Romeo,3350,12662,American_Staffordshire_terrier,None
488,796387464403357696,0,0,2016-11-09 16:22:22,Twitter for iPhone,12,10,Snicku,4563,11744,Pekinese,None
490,796149749086875649,0,0,2016-11-09 00:37:46,Twitter for iPhone,11,10,Ruby,15671,34524,golden_retriever,None
491,796116448414461957,0,0,2016-11-08 22:25:27,Twitter for iPhone,11,10,None,2648,9711,Cardigan,None
492,796080075804475393,0,0,2016-11-08 20:00:55,Twitter for iPhone,12,10,Yogi,2535,9029,chow,None
493,796031486298386433,0,0,2016-11-08 16:47:50,Twitter for iPhone,13,10,Daisy,4023,11543,golden_retriever,None
495,795400264262053889,0,0,2016-11-06 22:59:35,Twitter for iPhone,12,10,Brody,3141,10769,golden_retriever,None
498,794926597468000259,0,0,2016-11-05 15:37:24,Twitter for iPhone,12,10,Mack,2522,10976,toy_poodle,None
500,794332329137291264,0,0,2016-11-04 00:15:59,Twitter for iPhone,12,10,Nimbus,2901,10226,Samoyed,None
502,793962221541933056,0,0,2016-11-02 23:45:19,Twitter for iPhone,12,10,Maximus,5341,17946,Labrador_retriever,None
503,793845145112371200,0,0,2016-11-02 16:00:06,Twitter for iPhone,13,10,Clark,2052,9831,Old_English_sheepdog,None
505,793601777308463104,0,0,2016-11-01 23:53:02,Twitter for iPhone,12,10,Dobby,1785,8513,miniature_pinscher,None
506,793500921481273345,0,0,2016-11-01 17:12:16,Twitter for iPhone,12,10,Fiona,2602,11416,golden_retriever,None
507,793286476301799424,0,0,2016-11-01 03:00:09,Twitter for iPhone,13,10,Moreton,10070,26259,Afghan_hound,None
508,793271401113350145,0,0,2016-11-01 02:00:14,Twitter for iPhone,12,10,Dave,2591,9232,Siberian_husky,None
509,793256262322548741,0,0,2016-11-01 01:00:05,Twitter for iPhone,12,10,None,9130,21347,basset,None
510,793241302385262592,0,0,2016-11-01 00:00:38,Twitter for iPhone,13,10,Tucker,3583,11230,golden_retriever,None
511,793226087023144960,0,0,2016-10-31 23:00:11,Twitter for iPhone,11,10,Juno,3129,10501,wire-haired_fox_terrier,None
512,793210959003287553,0,0,2016-10-31 22:00:04,Twitter for iPhone,10,10,Maude,3074,9536,French_bulldog,None
514,793180763617361921,0,0,2016-10-31 20:00:05,Twitter for iPhone,11,10,Newt,2181,7403,Lakeland_terrier,None
515,793165685325201412,0,0,2016-10-31 19:00:10,Twitter for iPhone,12,10,Benji,3042,10041,golden_retriever,None
516,793150605191548928,0,0,2016-10-31 18:00:14,Twitter for iPhone,11,10,Nida,1869,6588,Italian_greyhound,None
518,793120401413079041,0,0,2016-10-31 16:00:13,Twitter for iPhone,11,10,Robin,4278,13550,Labrador_retriever,None
520,792883833364439040,0,0,2016-10-31 00:20:11,Twitter for iPhone,12,10,Bailey,4681,12076,standard_poodle,None
521,792773781206999040,0,0,2016-10-30 17:02:53,Twitter for iPhone,12,10,Monster,1834,7837,Yorkshire_terrier,None
522,792394556390137856,0,0,2016-10-29 15:55:58,Twitter for iPhone,12,10,BeBe,4690,14353,cocker_spaniel,None
523,792050063153438720,0,0,2016-10-28 17:07:05,Twitter for iPhone,11,10,Remus,1973,7657,komondor,None
524,791672322847637504,0,0,2016-10-27 16:06:04,Twitter for iPhone,13,10,None,3417,12548,golden_retriever,None
525,791406955684368384,0,0,2016-10-26 22:31:36,Twitter for iPhone,12,10,Levi,4501,14002,Pembroke,None
526,791312159183634433,0,0,2016-10-26 16:14:55,Twitter for iPhone,12,10,Mabel,2776,9391,miniature_pinscher,None
528,790987426131050500,0,0,2016-10-25 18:44:32,Twitter for iPhone,12,10,Misty,2338,10552,cocker_spaniel,None
531,790698755171364864,0,0,2016-10-24 23:37:28,Twitter for iPhone,12,10,Mosby,2086,8741,Bernese_mountain_dog,None
532,790581949425475584,0,0,2016-10-24 15:53:19,Twitter for iPhone,11,10,Duke,7860,22058,malinois,None
533,790337589677002753,0,0,2016-10-23 23:42:19,Twitter for iPhone,12,10,Maggie,2041,8346,Pembroke,None
534,790277117346975746,0,0,2016-10-23 19:42:02,Twitter for iPhone,11,10,Bruce,3480,13390,Labrador_retriever,None
535,789986466051088384,0,0,2016-10-23 00:27:05,Twitter for iPhone,12,10,Happy,2533,9858,golden_retriever,None
536,789628658055020548,0,0,2016-10-22 00:45:17,Twitter for iPhone,13,10,Eli,1948,8012,chow,None
537,789599242079838210,0,0,2016-10-21 22:48:24,Twitter for iPhone,12,10,Brownie,2117,7222,Chesapeake_Bay_retriever,None
538,789530877013393408,0,0,2016-10-21 18:16:44,Twitter for iPhone,12,10,Rizzy,3690,12543,schipperke,None
539,789268448748703744,0,0,2016-10-21 00:53:56,Twitter for iPhone,10,10,Stella,2819,9730,malamute,None
540,789137962068021249,0,0,2016-10-20 16:15:26,Twitter for iPhone,12,10,Bo,3055,10355,Chihuahua,None
541,788908386943430656,0,0,2016-10-20 01:03:11,Twitter for iPhone,11,10,Lucy,13525,29250,golden_retriever,None
542,788765914992902144,0,0,2016-10-19 15:37:03,Twitter for iPhone,12,10,Butter,11248,29274,cocker_spaniel,None
543,788412144018661376,0,0,2016-10-18 16:11:17,Twitter for iPhone,11,10,Dexter,5783,16643,golden_retriever,None
544,788178268662984705,0,0,2016-10-18 00:41:57,Twitter for iPhone,13,10,None,2307,7709,Samoyed,None
545,788150585577050112,0,0,2016-10-17 22:51:57,Twitter for iPhone,13,10,Leo,1424,6554,chow,None
548,787810552592695296,0,0,2016-10-17 00:20:47,Twitter for iPhone,11,10,Frank,3337,9249,pug,None
550,787397959788929025,0,0,2016-10-15 21:01:17,Twitter for iPhone,11,10,Moose,3096,11566,Chihuahua,None
551,787322443945877504,0,0,2016-10-15 16:01:13,Twitter for iPhone,10,10,Lincoln,1908,8309,golden_retriever,None
552,786963064373534720,0,0,2016-10-14 16:13:10,Twitter for iPhone,12,10,Rory,8707,28344,golden_retriever,None
553,786709082849828864,0,0,2016-10-13 23:23:56,Twitter for iPhone,7,10,Logan,6648,19369,Pomeranian,None
554,786664955043049472,0,0,2016-10-13 20:28:35,Twitter for iPhone,12,10,None,2787,11368,Leonberg,None
555,786595970293370880,0,0,2016-10-13 15:54:28,Twitter for iPhone,11,10,Dale,3373,10037,Pembroke,None
557,786233965241827333,0,0,2016-10-12 15:55:59,Twitter for iPhone,11,10,Mattie,5203,16309,Labrador_retriever,None
559,785927819176054784,0,0,2016-10-11 19:39:28,Twitter for iPhone,12,10,Lucy,3453,12107,toy_poodle,None
560,785872687017132033,0,0,2016-10-11 16:00:24,Twitter for iPhone,12,10,Rusty,1987,7117,Great_Pyrenees,None
562,785533386513321988,0,0,2016-10-10 17:32:08,Twitter for iPhone,11,10,Dallas,2185,9700,miniature_pinscher,None
563,785264754247995392,0,0,2016-10-09 23:44:41,Twitter for iPhone,12,10,Doc,1780,7739,chow,None
564,785170936622350336,0,0,2016-10-09 17:31:53,Twitter for iPhone,11,10,Hero,5296,12889,Eskimo_dog,None
565,784826020293709826,0,0,2016-10-08 18:41:19,Twitter for iPhone,13,10,Rusty,3526,10795,chow,None
566,784517518371221505,0,0,2016-10-07 22:15:26,Twitter for iPhone,11,10,Frankie,2768,9549,malamute,None
567,784431430411685888,0,0,2016-10-07 16:33:21,Twitter for iPhone,12,10,Stormy,1397,6062,miniature_poodle,None
569,783821107061198850,0,0,2016-10-06 00:08:09,Twitter for iPhone,12,10,Mairi,2130,7826,Lakeland_terrier,None
570,783695101801398276,0,0,2016-10-05 15:47:27,Twitter for iPhone,12,10,Loomis,3515,11123,chow,None
571,783466772167098368,0,0,2016-10-05 00:40:09,Twitter for iPhone,11,10,Finn,2454,8993,Chihuahua,None
572,783391753726550016,0,0,2016-10-04 19:42:03,Twitter for iPhone,13,10,Godi,5990,17948,Norwegian_elkhound,None
574,783334639985389568,0,0,2016-10-04 15:55:06,Twitter for iPhone,12,10,Dave,12742,31086,Cardigan,None
575,783085703974514689,0,0,2016-10-03 23:25:55,Twitter for iPhone,11,10,Earl,2417,8652,Chesapeake_Bay_retriever,None
576,782969140009107456,0,0,2016-10-03 15:42:44,Twitter for iPhone,12,10,Cali,7999,25659,golden_retriever,None
578,782722598790725632,0,0,2016-10-02 23:23:04,Twitter for iPhone,10,10,Penny,5883,18393,Irish_setter,None
579,782598640137187329,0,0,2016-10-02 15:10:30,Twitter for iPhone,11,10,Timmy,2037,8274,malamute,None
585,781251288990355457,0,0,2016-09-28 21:56:36,Twitter for iPhone,11,10,Oakley,2285,8968,Mexican_hairless,None
588,780858289093574656,0,0,2016-09-27 19:54:58,Twitter for iPhone,10,10,Dash,2179,7655,Chesapeake_Bay_retriever,None
589,780800785462489090,0,0,2016-09-27 16:06:28,Twitter for iPhone,11,10,Koda,1414,5846,Siberian_husky,None
590,780601303617732608,0,0,2016-09-27 02:53:48,Twitter for iPhone,12,10,Hercules,3623,12844,Saint_Bernard,None
591,780543529827336192,0,0,2016-09-26 23:04:13,Twitter for iPhone,12,10,None,1879,6702,golden_retriever,None
594,780459368902959104,0,0,2016-09-26 17:29:48,Twitter for iPhone,11,10,Bear,1162,5619,Great_Dane,None
596,779834332596887552,0,0,2016-09-25 00:06:08,Twitter for iPhone,11,10,Scout,7702,20159,golden_retriever,None
598,779123168116150273,0,0,2016-09-23 01:00:13,Twitter for iPhone,12,10,Reggie,3960,12538,toy_poodle,None
599,779056095788752897,0,0,2016-09-22 20:33:42,Twitter for iPhone,13,10,None,4914,15714,Chihuahua,None
600,778990705243029504,0,0,2016-09-22 16:13:51,Twitter for iPhone,11,10,Jay,7886,21261,cocker_spaniel,None
601,778748913645780993,0,0,2016-09-22 00:13:04,Twitter for iPhone,11,10,Mya,1444,7330,Staffordshire_bullterrier,None
602,778650543019483137,0,0,2016-09-21 17:42:10,Twitter for iPhone,10,10,Strider,1622,6115,German_shepherd,None
603,778624900596654080,0,0,2016-09-21 16:00:17,Twitter for iPhone,11,10,Penny,1095,4932,Airedale,None
604,778408200802557953,0,0,2016-09-21 01:39:11,Twitter for iPhone,14,10,None,4718,14505,Pembroke,None
606,778383385161035776,0,0,2016-09-21 00:00:35,Twitter for iPhone,13,10,Nala,1202,6205,collie,None
607,778286810187399168,0,0,2016-09-20 17:36:50,Twitter for iPhone,11,10,Stanley,3581,11036,Boston_bull,None
611,777684233540206592,0,0,2016-09-19 01:42:24,Twitter for iPhone,12,10,None,3200,11911,cocker_spaniel,None
613,777621514455814149,0,0,2016-09-18 21:33:11,Twitter for iPhone,12,10,Derek,2701,9304,chow,None
614,777189768882946048,0,0,2016-09-17 16:57:35,Twitter for iPhone,12,10,Jeffrey,4691,15218,Chihuahua,None
616,776813020089548800,0,0,2016-09-16 16:00:31,Twitter for iPhone,12,10,Solomon,1315,5175,toy_poodle,None
619,776201521193218049,0,0,2016-09-14 23:30:38,Twitter for iPhone,10,10,O,2730,10179,Rottweiler,None
621,776088319444877312,0,0,2016-09-14 16:00:49,Twitter for iPhone,10,10,None,165,1937,pug,None
623,775842724423557120,0,0,2016-09-13 23:44:54,Twitter for iPhone,12,10,Blue,2895,12428,chow,None
627,775085132600442880,0,0,2016-09-11 21:34:30,Twitter for iPhone,13,10,Tucker,5117,16481,chow,None
628,774757898236878852,0,0,2016-09-10 23:54:11,Twitter for iPhone,12,10,Finley,1916,9066,toy_poodle,None
629,774639387460112384,0,0,2016-09-10 16:03:16,Twitter for iPhone,10,10,Sprinkles,1871,7117,Walker_hound,None
630,774314403806253056,0,0,2016-09-09 18:31:54,Twitter for iPhone,14,10,None,6033,23072,Eskimo_dog,None
632,773922284943896577,0,0,2016-09-08 16:33:46,Twitter for iPhone,12,10,Heinrich,1873,6776,Pomeranian,None
633,773704687002451968,0,0,2016-09-08 02:09:06,Twitter for iPhone,12,10,Loki,1757,6986,silky_terrier,None
634,773670353721753600,0,0,2016-09-07 23:52:41,Twitter for iPhone,10,10,Shakespeare,1399,5634,Old_English_sheepdog,None
636,773308824254029826,0,0,2016-09-06 23:56:05,Twitter for iPhone,12,10,Bungalo,8078,24628,Labrador_retriever,None
637,773247561583001600,0,0,2016-09-06 19:52:39,Twitter for iPhone,10,10,Chip,3481,9972,miniature_pinscher,None
638,773191612633579521,0,0,2016-09-06 16:10:20,Twitter for iPhone,12,10,Grey,4446,10582,Blenheim_spaniel,None
640,772826264096874500,0,0,2016-09-05 15:58:34,Twitter for iPhone,11,10,Roosevelt,2526,8462,basset,None
644,772152991789019136,0,0,2016-09-03 19:23:13,Twitter for iPhone,10,10,None,1210,4001,golden_retriever,None
645,772117678702071809,0,0,2016-09-03 17:02:54,Twitter for iPhone,12,10,Jack,796,3978,Labrador_retriever,None
646,772114945936949249,0,0,2016-09-03 16:52:02,Twitter for iPhone,10,10,Finn,511,2876,Chihuahua,None
647,772102971039580160,0,0,2016-09-03 16:04:27,Twitter for iPhone,11,10,Penny,1003,4240,Pembroke,None
648,771770456517009408,0,0,2016-09-02 18:03:10,Twitter for iPhone,11,10,Davey,3669,12698,papillon,None
649,771500966810099713,0,0,2016-09-02 00:12:18,Twitter for iPhone,12,10,Dakota,2840,8765,Labrador_retriever,None
650,771380798096281600,0,0,2016-09-01 16:14:48,Twitter for iPhone,11,10,Fizz,5510,11137,collie,None
652,771136648247640064,0,0,2016-09-01 00:04:38,Twitter for iPhone,11,10,Dixie,3173,9709,golden_retriever,None
653,771102124360998913,0,0,2016-08-31 21:47:27,Twitter for iPhone,12,10,Charlie,1554,6603,Labrador_retriever,None
656,770787852854652928,0,0,2016-08-31 00:58:39,Twitter for iPhone,10,10,Winston,1316,5234,Bernese_mountain_dog,None
657,770772759874076672,0,0,2016-08-30 23:58:40,Twitter for iPhone,11,10,Sebastian,1527,5486,chow,None
659,770414278348247044,0,0,2016-08-30 00:14:12,Twitter for iPhone,11,10,Al,2232,6657,golden_retriever,None
660,770293558247038976,0,0,2016-08-29 16:14:30,Twitter for iPhone,10,10,Jackson,1607,6599,Italian_greyhound,None
662,770069151037685760,0,0,2016-08-29 01:22:47,Twitter for iPhone,10,10,Carbon,2486,8023,Boston_bull,None
663,769940425801170949,0,0,2016-08-28 16:51:16,Twitter for iPhone,12,10,Klein,10418,33258,miniature_pinscher,None
664,769695466921623552,0,0,2016-08-28 00:37:54,Twitter for iPhone,13,10,Titan,1787,6751,pug,None
665,769212283578875904,0,0,2016-08-26 16:37:54,Twitter for iPhone,12,10,DonDon,1846,5709,golden_retriever,None
666,768970937022709760,0,0,2016-08-26 00:38:52,Twitter Web Client,12,10,Kirby,7064,15244,Pomeranian,None
667,768855141948723200,0,0,2016-08-25 16:58:45,Twitter for iPhone,11,10,Jesse,959,4435,chow,None
668,768609597686943744,0,0,2016-08-25 00:43:02,Twitter for iPhone,10,10,Lou,1306,4348,basenji,None
669,768596291618299904,0,0,2016-08-24 23:50:10,Twitter for iPhone,12,10,Oakley,1378,5299,Great_Pyrenees,None
670,768473857036525572,0,0,2016-08-24 15:43:39,Twitter for iPhone,11,10,Chevy,3701,14412,Labrador_retriever,None
673,767754930266464257,0,0,2016-08-22 16:06:54,Twitter for iPhone,11,10,Philbert,5800,16932,vizsla,None
674,767500508068192258,0,0,2016-08-21 23:15:55,Twitter for iPhone,12,10,Louie,2518,7895,chow,None
676,767122157629476866,0,0,2016-08-20 22:12:29,Twitter for iPhone,13,10,Rupert,3069,10708,toy_poodle,None
677,766793450729734144,0,0,2016-08-20 00:26:19,Twitter for iPhone,10,10,Rufus,1465,5357,beagle,None
678,766693177336135680,0,0,2016-08-19 17:47:52,Twitter for iPhone,11,10,Brudge,851,4252,Doberman,None
679,766423258543644672,0,0,2016-08-18 23:55:18,Twitter for iPhone,9,10,Shadoe,1721,6359,keeshond,None
680,766313316352462849,0,0,2016-08-18 16:38:26,Twitter for iPhone,12,10,Oscar,2029,7170,toy_poodle,None
682,766069199026450432,0,0,2016-08-18 00:28:24,Twitter for iPhone,12,10,Juno,925,4514,redbone,None
683,766008592277377025,0,0,2016-08-17 20:27:34,Twitter for iPhone,11,10,Angel,532,3960,Welsh_springer_spaniel,None
684,765719909049503744,0,0,2016-08-17 01:20:27,Twitter for iPhone,12,10,Brat,2314,7649,golden_retriever,None
685,765669560888528897,0,0,2016-08-16 22:00:23,Twitter for iPhone,12,10,Tove,1314,5486,beagle,None
688,765222098633691136,0,0,2016-08-15 16:22:20,Twitter for iPhone,10,10,Gromit,3648,12274,dalmatian,None
689,764857477905154048,0,0,2016-08-14 16:13:27,Twitter for iPhone,12,10,Aubie,1906,6787,Bernese_mountain_dog,None
690,764259802650378240,0,0,2016-08-13 00:38:30,Twitter for iPhone,10,10,Kota,1633,6385,German_shepherd,None
691,763837565564780549,0,0,2016-08-11 20:40:41,Twitter for iPhone,11,10,Alfie,4493,13304,malamute,None
692,763183847194451968,0,0,2016-08-10 01:23:03,Twitter for iPhone,8,10,Clark,1583,5701,miniature_poodle,None
693,763103485927849985,0,0,2016-08-09 20:03:43,Twitter for iPhone,10,10,Belle,2458,7770,chow,None
694,762699858130116608,0,0,2016-08-08 17:19:51,Twitter for iPhone,11,10,Leela,3907,12836,kelpie,None
695,762471784394268675,0,0,2016-08-08 02:13:34,Twitter for iPhone,12,10,Glenn,6974,11902,Samoyed,None
696,762464539388485633,0,0,2016-08-08 01:44:46,Twitter for iPhone,12,10,Buddy,4516,10885,chow,None
